,Unnamed: 0,ID,Goal_Home,Goal_Away,Yellow_Home,Yellow_Away,Red_Card_Home,Red_Card_Away,Own_Home,Own_Away
18612,27133,27133,0,2,4,6,1,0,0,0
18613,27134,27134,1,4,2,4,1,0,0,0
18624,27163,27163,1,1,3,4,1,0,0,0
18630,27183,27183,4,3,4,4,0,1,0,0
18638,27208,27208,0,3,1,2,0,1,0,0
18639,27209,27209,1,4,1,1,2,0,0,0
18646,27235,27235,1,2,1,0,1,0,0,0
18650,27246,27246,0,3,2,2,2,0,0,0
18653,27255,27255,1,1,1,3,1,0,0,0
18672,27307,27307,0,2,3,0,1,0,0,0
18677,27333,27333,0,0,4,1,1,0,0,0
18679,27342,27342,3,1,2,2,1,0,0,0
18683,27346,27346,1,0,1,2,1,0,0,0
18689,27352,27352,3,1,3,1,1,1,0,0
18695,27358,27358,4,0,2,3,0,1,0,0
18696,27359,27359,0,0,0,0,1,1,1,0
18697,27360,27360,2,0,1,1,0,1,0,0
18699,27362,27362,5,1,0,3,0,1,0,0
18701,27364,27364,0,0,3,2,0,1,0,0
18703,27366,27366,1,0,2,2,0,1,0,0
18705,27368,27368,5,2,0,0,0,1,0,0
18709,27372,27372,2,1,1,2,0,1,0,0
18719,27382,27382,2,0,1,3,0,1,0,0
18723,27387,27387,0,2,2,2,1,1,0,0
18731,27395,27395,0,0,1,3,0,1,0,0
18738,27402,27402,1,1,3,3,0,1,0,0
18742,27406,27406,2,0,1,1,1,0,0,0
18751,27415,27415,0,2,1,0,1,0,0,0
18758,27422,27422,2,1,2,2,0,2,0,0
18769,27434,27434,3,0,1,2,0,1,0,0
18772,27437,27437,1,1,2,3,1,0,0,0
18781,27446,27446,2,0,1,3,1,0,0,0
18786,27451,27451,3,0,1,4,1,2,0,0
18787,27452,27452,1,0,1,2,0,1,0,0
18807,27473,27473,1,1,3,3,0,1,0,0
18813,27479,27479,3,1,2,1,0,1,0,0
18818,27484,27484,1,1,2,1,1,0,0,0
18825,27491,27491,0,0,2,3,0,1,0,0
18826,27492,27492,1,3,2,2,1,0,0,0
18827,27493,27493,1,0,1,3,1,0,0,0
18833,27500,27500,2,1,1,3,0,1,0,0
18838,27505,27505,1,1,3,2,1,0,0,0
18841,27508,27508,4,0,1,4,0,1,0,0
18842,27509,27509,0,0,2,2,1,1,0,0
18852,27519,27519,0,0,1,2,1,0,0,0
18854,27521,27521,2,0,3,3,0,1,0,0
18861,27529,27529,2,0,1,3,0,2,0,0
18866,27534,27534,4,3,2,3,0,1,0,0
18868,27536,27536,0,2,4,2,0,1,0,0
18886,27554,27554,2,3,2,4,1,0,0,0
18887,27555,27555,1,0,1,1,0,1,0,0
18894,27562,27562,1,1,3,5,0,1,0,0
18899,27567,27567,3,1,3,3,0,1,0,0
18912,27580,27580,0,0,2,1,1,0,0,0
18920,27588,27588,1,1,3,3,0,1,0,0
18924,27592,27592,2,1,1,5,1,0,0,0
18926,27594,27594,1,1,2,3,1,0,0,0
18935,27603,27603,1,1,1,3,0,1,0,0
18938,27606,27606,1,0,2,2,0,1,0,0
18940,27608,27608,0,0,2,5,0,1,0,0
18943,27611,27611,1,1,1,2,0,1,0,0
18947,27615,27615,1,0,2,2,0,1,0,0
18950,27618,27618,3,1,1,3,0,1,0,0
18953,27621,27621,0,0,2,3,1,0,0,0
18956,27624,27624,2,2,2,5,0,1,0,0
18968,27637,27637,1,1,2,4,0,1,0,0
18970,27639,27639,3,4,2,2,1,1,0,0
18971,27640,27640,0,2,2,4,1,1,0,0
18974,27643,27643,2,2,3,4,0,1,0,0
18975,27644,27644,0,0,1,2,0,1,0,0
18979,27648,27648,2,0,3,3,0,1,0,0
18982,27651,27651,0,0,3,2,0,1,0,0
18983,27652,27652,1,4,2,1,1,0,0,0
18987,27656,27656,1,1,2,3,0,1,0,0
18994,27663,27663,4,0,2,2,0,1,0,0
18999,27668,27668,1,0,2,2,1,1,0,0
19002,27671,27671,0,0,2,3,1,0,0,0
19007,27676,27676,0,0,2,1,0,1,0,0
19024,27693,27693,1,0,2,2,1,0,0,0
19032,27701,27701,1,1,4,3,1,0,0,0
19033,27702,27702,3,0,2,1,0,2,0,0
19035,27704,27704,3,1,1,2,0,1,0,0
19041,27710,27710,1,4,2,3,1,1,0,0
19042,27711,27711,2,2,2,1,1,0,0,0
19046,27715,27715,1,0,2,1,0,1,0,0
19053,27722,27722,3,1,2,1,0,1,0,0
19055,27724,27724,1,1,3,3,0,1,0,0
19076,27745,27745,0,3,1,1,1,0,0,0
19082,27751,27751,4,2,0,2,1,1,0,0
19092,27761,27761,3,0,2,3,0,1,0,0
19095,27764,27764,2,1,3,3,0,1,0,0
19103,27773,27773,1,1,3,2,0,1,0,0
19107,27777,27777,0,1,4,0,0,1,0,0
19128,27798,27798,0,1,2,3,1,0,0,0
19129,27799,27799,1,0,1,3,0,1,0,0
19139,27809,27809,1,0,1,1,0,1,0,0
19151,27821,27821,0,0,2,3,0,1,0,0
19154,27824,27824,1,0,1,1,1,0,0,0
19156,27826,27826,0,1,1,3,0,1,0,0
19159,27829,27829,3,2,0,5,1,0,0,1
19162,27832,27832,0,2,1,1,1,0,0,1
19163,27833,27833,0,0,1,2,0,1,0,0
19174,27844,27844,1,1,1,3,1,1,0,0
19181,27851,27851,1,1,0,3,1,0,0,0
19190,27860,27860,2,1,2,3,1,1,0,0
19198,27868,27868,2,0,0,1,1,0,0,0
19205,27875,27875,2,1,1,1,0,1,0,0
19208,27878,27878,0,2,3,3,0,1,0,0
19209,27879,27879,4,0,1,1,0,1,0,0
19220,27890,27890,2,1,2,1,0,1,0,0
19223,27893,27893,2,1,1,3,0,1,0,0
19233,27903,27903,1,1,1,1,0,1,0,0
19240,27910,27910,1,1,1,3,1,1,0,0
19242,27912,27912,2,0,3,3,1,1,0,0
19244,27914,27914,0,1,2,5,0,1,0,0
19245,27915,27915,0,0,2,3,0,1,0,0
19247,27917,27917,0,1,1,3,0,1,0,0
19254,27924,27924,1,0,2,2,0,1,0,0
19256,27926,27926,1,2,4,3,0,1,0,0
19264,27934,27934,1,0,3,5,0,1,0,0
19272,27942,27942,2,1,1,2,0,1,0,0
19273,27943,27943,4,3,3,2,0,1,0,0
19275,27945,27945,1,0,0,3,1,0,0,0
19280,27950,27950,1,1,1,1,0,1,0,0
19288,27958,27958,1,0,2,2,0,1,0,0
19298,27968,27968,2,0,2,3,1,0,0,0
19304,27974,27974,0,0,3,2,1,0,0,0
19310,27980,27980,2,1,1,2,0,1,0,0
19317,27987,27987,1,1,2,2,0,1,0,0
19338,28008,28008,0,1,1,2,1,0,0,0
19341,28011,28011,2,0,1,4,1,1,0,0
19342,28012,28012,0,0,1,3,0,1,0,0
19343,28013,28013,0,1,3,4,0,1,0,0
19360,28030,28030,1,2,1,4,0,2,0,0
19361,28031,28031,1,0,2,2,1,0,0,0
19365,28035,28035,0,2,2,3,2,0,0,0
19366,28036,28036,1,1,1,2,0,1,0,0
19368,28038,28038,4,0,5,2,0,1,0,0
19375,28045,28045,2,1,1,3,0,1,0,0
19376,28046,28046,0,2,0,1,1,0,0,0
19378,28048,28048,1,0,4,2,0,1,0,0
19380,28050,28050,0,2,2,3,0,1,0,0
19387,28057,28057,1,1,2,4,1,0,0,1
19388,28058,28058,0,0,2,3,0,1,0,0
19392,28062,28062,1,1,3,4,0,1,0,0
19398,28068,28068,1,1,2,4,0,1,0,0
19405,28075,28075,4,0,2,3,0,1,0,0
19409,28079,28079,1,2,4,3,1,2,0,0
19411,28081,28081,2,0,3,2,0,1,0,0
19413,28083,28083,0,3,1,1,1,0,0,0
19417,28087,28087,0,2,2,2,1,0,0,0
19424,28094,28094,0,1,3,3,2,0,0,0
19426,28096,28096,1,1,3,3,0,1,0,0
19429,28099,28099,0,0,1,0,1,1,0,0
19430,28100,28100,0,2,3,4,1,0,0,0
19435,28105,28105,1,0,0,0,1,1,0,0
19440,28110,28110,3,0,1,2,0,1,0,0
19446,28117,28117,0,0,0,2,0,1,0,0
19456,28127,28127,2,1,0,1,0,1,0,0
19458,28129,28129,2,2,0,1,1,0,0,0
19460,28131,28131,1,1,2,0,0,1,1,0
19463,28134,28134,1,0,1,1,0,1,0,0
19472,28143,28143,1,0,4,2,1,0,0,0
19478,28149,28149,3,2,1,1,0,1,0,0
19480,28151,28151,1,3,1,3,0,1,0,0
19485,28156,28156,3,1,2,2,0,1,0,0
19502,28174,28174,4,1,3,2,0,1,0,0
19504,28176,28176,0,0,2,3,1,0,0,0
19506,28178,28178,0,1,3,3,1,0,0,0
19510,28182,28182,2,1,1,2,1,0,0,0
19515,28187,28187,1,1,3,4,1,0,0,0
19517,28189,28189,0,1,3,3,1,1,0,0
19520,28192,28192,1,0,1,3,0,1,0,0
19547,28220,28220,0,0,0,1,0,1,0,0
19555,28228,28228,2,1,2,1,1,1,0,0
19562,28235,28235,0,3,2,1,1,0,0,0
19572,28245,28245,3,2,3,3,0,1,0,0
19574,28247,28247,2,5,1,4,1,0,0,0
19583,28256,28256,2,1,2,4,0,1,0,0
19600,28274,28274,1,0,1,0,0,1,0,0
19604,28278,28278,1,0,4,2,1,1,0,0
19609,28283,28283,0,2,1,1,1,0,0,0
19618,28292,28292,1,2,4,2,0,1,0,0
19622,28296,28296,1,2,2,3,1,1,0,0
19626,28300,28300,2,1,2,4,0,1,0,0
19643,28317,28317,2,1,2,2,0,1,0,0
19655,28329,28329,1,2,1,1,1,0,0,0
19667,28341,28341,1,1,3,2,0,1,0,0
19674,28348,28348,1,1,1,3,1,0,0,0
19679,28353,28353,0,4,2,3,0,1,0,0
19690,28364,28364,2,3,2,2,1,0,0,0
19694,28368,28368,1,0,3,3,0,1,0,0
19697,28371,28371,1,0,2,1,0,1,0,0
19702,28376,28376,1,0,1,2,1,1,0,0
19703,28377,28377,1,0,2,3,0,1,0,0
19704,28378,28378,1,0,2,1,1,0,0,0
19706,28380,28380,3,1,3,3,0,1,0,0
19708,28382,28382,1,4,2,1,1,0,0,0
19710,28384,28384,1,3,1,2,1,0,0,0
19711,28385,28385,1,0,4,2,1,0,0,0
19712,28386,28386,1,0,1,4,0,1,0,0
19715,28389,28389,1,0,2,1,1,0,1,0
19716,28390,28390,3,1,2,3,1,1,0,0
19718,28392,28392,1,1,2,5,1,0,0,0
19719,28393,28393,0,0,3,2,0,1,0,0
19723,28397,28397,4,2,2,2,1,0,0,0
19727,28401,28401,2,1,0,0,0,1,0,0
19738,28412,28412,2,1,2,3,1,0,0,0
19743,28417,28417,2,0,0,2,0,1,0,0
19748,28422,28422,2,1,2,2,0,1,0,0
19750,28424,28424,0,0,2,3,0,1,0,0
19755,28429,28429,2,0,3,1,0,1,0,0
19757,28431,28431,1,2,4,4,0,1,0,0
19759,28433,28433,2,2,1,2,1,0,0,0
19774,28448,28448,3,1,0,3,0,1,0,0
19783,28457,28457,1,0,2,1,0,1,0,0
19786,28460,28460,1,0,3,1,0,1,0,0
19787,28461,28461,0,3,2,2,1,0,0,0
19789,28463,28463,4,0,2,3,0,1,0,0
19791,28465,28465,1,2,3,2,1,0,0,0
19792,28466,28466,3,1,2,3,0,1,0,0
19797,28471,28471,0,1,1,5,2,0,0,0
19799,28473,28473,1,1,4,3,1,0,0,0
19803,28477,28477,1,0,4,4,0,1,0,0
19811,28486,28486,4,3,3,3,0,1,0,0
19818,28493,28493,0,0,2,2,1,0,0,0
19830,28505,28505,2,2,0,2,0,1,0,0
19838,28514,28514,0,0,4,0,0,1,0,0
19841,28517,28517,2,2,2,3,1,0,0,0
19842,28518,28518,0,1,2,2,0,1,0,0
19851,28527,28527,0,2,4,5,0,2,0,0
19854,28530,28530,1,2,2,3,1,0,0,0
19859,28535,28535,2,1,3,3,1,0,0,0
19875,28551,28551,0,0,1,1,1,0,0,0
19885,28561,28561,2,1,3,6,0,2,0,0
19892,28568,28568,0,1,0,1,1,0,0,0
19895,28571,28571,2,1,3,3,1,0,0,0
19899,28575,28575,5,0,1,5,0,1,0,0
19904,28580,28580,0,0,1,2,1,0,0,0
19913,28589,28589,1,3,1,4,0,1,1,0
19915,28591,28591,0,0,1,1,1,0,0,0
19920,28596,28596,1,1,0,2,0,1,0,0
19931,28607,28607,1,2,2,4,0,1,0,0
19935,28611,28611,1,2,1,2,1,1,0,0
19938,28614,28614,0,6,2,3,1,0,0,0
19969,28646,28646,3,1,1,3,1,0,0,0
19978,28656,28656,1,2,1,4,1,1,0,0
19981,28659,28659,1,1,6,2,0,1,0,0
19985,28663,28663,3,1,2,0,0,1,0,0
19989,28667,28667,0,2,1,3,0,1,0,0
19990,28668,28668,1,1,1,4,0,1,0,0
19998,28676,28676,2,0,1,1,0,1,0,0
20001,28679,28679,1,0,2,1,0,1,0,0
20009,28687,28687,2,0,3,1,0,1,0,0
20024,28702,28702,1,1,4,1,1,0,0,0
20026,28704,28704,4,3,2,6,0,1,0,0
20027,28705,28705,3,0,1,1,0,1,0,0
20037,28715,28715,3,0,0,1,0,1,0,0
20038,28716,28716,5,0,3,3,0,2,0,0
20054,28733,28733,3,2,0,3,1,0,0,0
20061,28740,28740,0,0,3,4,1,0,0,0
20065,28744,28744,2,3,3,0,0,1,0,0
20071,28750,28750,0,0,1,3,0,1,0,0
20080,28759,28759,3,1,0,4,0,1,0,0
20083,28762,28762,0,2,3,1,1,0,0,0
20092,28772,28772,1,0,0,3,0,1,0,0
20103,28783,28783,1,1,3,1,0,1,0,0
20104,28784,28784,1,0,2,4,2,1,0,0
20105,28785,28785,2,0,2,1,1,0,0,0
20108,28788,28788,2,0,3,2,1,0,0,0
20110,28790,28790,1,0,1,2,0,1,0,0
20111,28791,28791,1,1,2,4,0,1,0,0
20115,28795,28795,1,2,1,1,1,1,0,0
20128,28809,28809,0,1,4,2,1,0,0,0
20130,28811,28811,1,0,3,2,0,1,1,0
20139,28820,28820,2,0,0,1,0,1,0,0
20155,28836,28836,1,2,0,3,1,0,0,0
20166,28848,28848,1,0,2,4,0,1,0,0
20169,28851,28851,1,0,3,1,0,1,0,0
20172,28854,28854,1,0,3,2,0,1,0,0
20189,28871,28871,0,0,1,1,0,1,0,0
20206,28892,28892,1,2,5,3,2,0,0,0
20215,28902,28902,3,0,1,3,0,1,0,0
20219,28907,28907,0,0,3,1,1,0,0,0
20231,28923,28923,1,2,2,2,1,1,0,0
20234,28929,28929,2,0,3,3,0,1,0,0
20249,28946,28946,1,0,1,4,0,1,0,0
20252,28949,28949,0,1,1,1,1,0,0,0
20262,28961,28961,0,0,1,1,1,1,0,0
20263,28962,28962,1,3,1,3,1,0,0,0
20264,28963,28963,1,0,4,2,0,1,0,0
20270,28973,28973,2,1,2,3,0,1,0,0
20273,28976,28976,2,1,1,2,0,1,0,0
20276,28979,28979,2,2,2,2,0,1,0,0
20277,28980,28980,0,0,1,4,0,1,0,0
20299,29006,29006,3,1,3,2,1,0,0,0
20306,29015,29015,0,0,5,2,0,1,1,0
20308,29017,29017,1,3,2,2,2,0,0,0
20309,29018,29018,3,2,0,1,0,1,0,0
20315,29025,29025,1,1,1,1,1,0,0,0
20323,29035,29035,1,0,1,3,0,1,0,0
20332,29047,29047,0,1,2,1,2,0,0,0
20334,29049,29049,1,2,1,2,0,1,0,0
20340,29056,29056,2,1,3,3,0,1,0,0
20353,29071,29071,3,1,2,4,0,1,0,0
20365,29084,29084,1,2,2,3,1,0,0,0
20376,29095,29095,1,0,1,4,0,1,0,0
20380,29101,29101,2,2,2,2,1,0,0,0
20384,29105,29105,3,0,2,2,0,1,0,0
20404,29128,29128,1,1,2,2,0,1,0,0
20413,29137,29137,1,1,2,1,1,0,0,0
20415,29139,29139,0,2,3,3,2,0,0,0
20428,29158,29158,1,2,2,3,1,0,0,0
20437,29169,29169,2,1,3,2,1,0,0,0
20449,29183,29183,0,0,1,1,0,1,0,0
20452,29186,29186,0,1,3,4,0,2,0,0
20453,29187,29187,0,1,2,1,0,1,0,0
20464,29201,29201,1,1,2,2,0,1,0,0
20472,29211,29211,2,0,4,2,0,1,0,0
20492,29243,29243,4,2,3,2,0,1,0,1
20493,29244,29244,2,1,4,3,1,0,0,0
20496,29247,29247,1,1,2,2,1,0,0,0
20499,29250,29250,1,2,2,1,1,0,0,0
20505,29256,29256,0,0,1,1,1,0,1,0
20506,29257,29257,3,2,3,3,0,1,0,0
20507,29258,29258,1,1,2,1,1,0,1,0
20508,29259,29259,2,1,4,2,1,0,0,0
20540,29292,29292,0,3,0,2,1,0,0,0
20544,29296,29296,2,2,3,2,2,1,0,0
20545,29297,29297,4,1,0,3,0,2,0,0
20550,29302,29302,0,1,1,1,0,1,0,0
20551,29303,29303,2,1,6,2,1,0,0,0
20554,29306,29306,1,1,2,5,1,1,0,0
20556,29308,29308,3,1,1,2,0,1,0,0
20557,29309,29309,2,2,2,2,1,1,0,0
20566,29318,29318,1,0,2,2,1,0,0,0
20572,29324,29324,2,0,1,4,1,0,0,0
20579,29331,29331,2,0,0,0,0,1,1,0
20580,29332,29332,0,2,4,2,1,0,0,0
20581,29333,29333,2,0,1,4,0,1,0,0
20583,29335,29335,3,1,0,2,0,1,0,0
20587,29340,29340,0,0,3,1,1,0,0,0
20593,29346,29346,0,2,2,1,1,0,0,0
20598,29351,29351,1,1,2,2,0,1,0,0
20606,29360,29360,0,0,3,1,1,0,0,0
20612,29367,29367,3,1,0,2,0,1,0,0
20622,29377,29377,1,0,1,2,0,1,0,0
20631,29387,29387,0,0,2,1,0,1,0,0
20633,29389,29389,1,1,4,3,1,0,0,1
20639,29395,29395,0,0,2,2,0,1,0,0
20647,29403,29403,2,1,0,2,0,1,0,0
20654,29410,29410,3,2,0,2,0,1,0,0
20656,29412,29412,4,0,1,3,0,1,0,0
20657,29414,29414,1,3,1,4,1,0,0,0
20665,29423,29423,0,1,1,3,1,0,1,0
20673,29431,29431,1,1,1,1,0,1,0,0
20676,29434,29434,4,0,1,3,0,1,0,0
20677,29435,29435,1,2,3,2,1,0,0,0
20679,29439,29439,0,2,1,2,1,0,0,0
20680,29440,29440,0,4,1,2,1,0,0,0
20682,29443,29443,2,0,0,4,0,1,0,0
20685,29446,29446,1,1,1,5,0,1,0,0
20687,29448,29448,0,0,2,1,1,0,0,0
20699,29463,29463,0,4,3,1,1,0,0,0
20703,29468,29468,2,1,4,3,1,0,0,0
20704,29469,29469,2,0,1,3,0,1,0,0
20705,29470,29470,2,0,0,1,0,1,0,0
20706,29471,29471,1,1,2,0,1,0,0,1
20707,29472,29472,4,0,0,3,0,1,0,0
20710,29475,29475,1,3,4,4,0,1,0,0
20711,29476,29476,2,0,5,2,1,0,0,1
20714,29479,29479,2,1,3,4,0,1,0,0
20715,29480,29480,1,3,3,2,1,0,0,0
20734,29499,29499,1,1,1,2,1,0,0,0
20745,29512,29512,1,1,2,3,0,1,0,0
20747,29514,29514,1,0,2,1,0,1,0,0
20751,29519,29519,1,2,3,1,0,1,0,0
20752,29520,29520,0,2,2,1,1,0,0,0
20754,29522,29522,1,1,3,3,0,1,0,0
20758,29527,29527,1,3,2,4,1,0,0,0
20769,29539,29539,2,1,1,2,0,1,0,0
20776,29547,29547,2,2,4,3,0,1,1,0
20785,29556,29556,2,0,0,1,1,1,0,0
20796,29570,29570,2,5,1,2,1,0,0,0
20798,29572,29572,2,0,1,2,0,1,0,0
20804,29580,29580,0,0,3,3,1,0,0,0
20810,29587,29587,2,2,2,3,1,1,0,0
20812,29589,29589,0,3,1,1,1,0,0,0
20820,29600,29600,0,1,0,2,0,1,0,0
20821,29602,29602,1,0,2,3,0,1,0,0
20823,29604,29604,1,1,1,1,0,1,0,0
20834,29623,29623,2,0,3,2,0,2,0,0
20843,29637,29637,2,0,1,3,0,1,0,0
20852,29649,29649,3,0,1,1,0,1,0,0
20858,29660,29660,2,2,1,2,1,1,0,0
20862,29665,29665,0,1,3,3,1,0,0,0
20868,29672,29672,1,1,3,2,0,1,0,0
20870,29676,29676,1,0,4,4,0,2,1,0
20872,29679,29679,5,0,2,3,0,1,0,0
20877,29690,29690,0,0,2,0,0,1,0,0
20881,29694,29694,1,2,2,2,1,1,0,0
20894,29716,29716,0,2,1,2,1,0,0,0
20901,29725,29725,1,1,2,3,0,1,0,0
20905,29732,29732,1,2,4,4,0,1,1,0
20907,29737,29737,2,0,1,1,0,1,0,0
20918,29750,29750,0,1,0,0,1,0,0,0
20926,29759,29759,0,0,1,3,1,1,0,0
20928,29761,29761,0,0,3,1,0,1,0,0
20930,29764,29764,0,3,2,1,1,0,0,0
20932,29767,29767,2,0,2,1,0,1,0,0
20949,29791,29791,1,0,3,3,0,1,0,0
20957,29799,29799,5,1,0,1,0,1,0,0
20961,29803,29803,3,0,3,1,0,1,0,0
20964,29806,29806,1,3,2,3,0,1,0,0
20967,29809,29809,2,1,1,1,1,1,0,0
20970,29812,29812,4,0,1,3,0,1,0,0
20972,29814,29814,2,2,3,4,1,0,0,0
20974,29816,29816,0,0,0,4,0,1,0,0
20978,29820,29820,2,0,2,0,0,1,0,1
20979,29821,29821,2,0,3,3,0,1,0,0
20981,29823,29823,0,0,1,3,0,1,0,0
20988,29830,29830,2,0,0,3,0,1,0,0
20993,29835,29835,1,1,3,1,0,1,0,0
20994,29836,29836,0,1,3,2,1,0,0,0
21003,29845,29845,5,3,2,2,0,1,1,0
21013,29855,29855,2,2,2,1,1,0,0,0
21019,29861,29861,1,1,0,3,0,1,0,0
21023,29865,29865,2,4,3,1,1,0,0,0
21044,29887,29887,2,0,2,3,0,1,0,0
21050,29893,29893,2,1,3,3,1,0,0,1
21066,29909,29909,1,0,1,2,0,1,0,0
21067,29910,29910,0,1,2,3,1,1,0,0
21069,29912,29912,3,1,1,2,1,0,0,0
21070,29913,29913,0,0,2,1,0,1,0,0
21072,29915,29915,2,1,2,5,0,1,0,0
21074,29917,29917,0,1,1,2,0,1,0,0
21091,29935,29935,0,1,4,4,1,0,0,0
21094,29938,29938,2,1,1,4,0,1,0,0
21096,29940,29940,3,1,2,4,1,0,0,0
21111,29955,29955,1,4,1,3,2,0,0,0
21114,29958,29958,1,2,3,2,0,1,0,0
21118,29962,29962,1,1,1,3,0,1,0,0
21121,29965,29965,3,1,2,1,0,1,0,0
21122,29966,29966,0,2,4,2,1,0,0,0
21126,29970,29970,3,1,2,1,1,0,0,0
21135,29979,29979,1,1,1,3,0,1,0,0
21141,29985,29985,3,2,2,2,0,1,0,0
21145,29989,29989,0,3,0,0,1,0,0,0
21150,29994,29994,1,2,3,2,0,1,0,0
21162,30007,30007,5,0,2,2,0,2,0,0
21163,30008,30008,1,0,0,0,0,1,0,0
21176,30035,30035,2,1,2,1,0,2,0,0
21180,30040,30040,1,0,0,1,0,1,0,0
21181,30043,30043,2,1,2,3,0,1,0,0
21184,30047,30047,0,3,1,1,2,0,0,0
21186,30049,30049,1,0,5,1,0,1,1,0
21192,30061,30061,1,0,0,3,0,2,0,0
21201,30073,30073,2,1,2,2,1,0,0,0
21203,30075,30075,2,0,3,1,0,1,0,0
21206,30078,30078,3,1,2,2,0,1,0,0
21208,30082,30082,2,0,3,4,0,1,0,0
21211,30085,30085,2,1,2,3,0,1,0,0
21227,30110,30110,1,2,2,2,1,0,0,0
21228,30111,30111,1,0,0,1,0,2,0,0
21230,30113,30113,1,2,2,2,0,1,0,0
21231,30115,30115,2,1,2,1,1,0,0,0
21240,30128,30128,2,2,1,4,1,1,0,0
21250,30141,30141,1,0,1,2,0,1,0,0
21267,30166,30166,2,0,3,4,0,1,0,0
21280,30183,30183,2,1,2,2,2,1,0,0
21281,30184,30184,2,1,1,2,0,1,0,0
21284,30187,30187,3,1,2,2,0,1,0,0
21300,30206,30206,1,0,1,2,0,1,0,0
21301,30210,30210,1,1,4,3,0,1,0,0
21307,30219,30219,2,0,1,1,0,1,0,0
21313,30225,30225,2,0,1,1,0,1,0,0
21315,30228,30228,0,0,3,1,0,1,0,0
21316,30229,30229,2,1,0,1,0,1,0,0
21324,30238,30238,3,2,2,3,1,0,0,0
21326,30240,30240,3,1,0,1,0,1,0,0
21332,30247,30247,2,0,2,2,1,0,0,0
21334,30249,30249,0,2,3,3,3,0,0,0
21344,30263,30263,1,1,5,4,1,0,0,0
21345,30265,30265,2,0,0,2,1,0,0,0
21351,30271,30271,4,2,2,3,0,1,0,0
21355,30275,30275,0,0,1,3,0,1,0,0
21357,30277,30277,1,3,3,3,1,1,0,0
21366,30291,30291,0,0,3,4,1,1,0,0
21370,30295,30295,2,2,1,4,1,1,0,0
21380,30313,30313,1,3,3,4,0,1,0,0
21381,30314,30314,1,0,2,0,1,1,0,0
21382,30315,30315,1,0,2,2,0,1,0,0
21384,30317,30317,2,0,3,4,0,1,0,0
21385,30319,30319,2,1,3,3,1,1,0,0
21390,30325,30325,2,2,2,3,1,0,0,0
21392,30331,30331,4,0,3,3,0,1,0,0
21401,30341,30341,0,3,2,4,1,0,1,0
21405,30352,30352,0,0,1,4,0,1,0,0
21407,30354,30354,1,2,2,2,0,1,0,0
21411,30358,30358,1,1,2,2,0,1,0,0
21425,30379,30379,0,1,2,3,1,0,1,0
21430,30386,30386,1,1,2,3,0,1,0,0
21431,30387,30387,1,3,1,0,0,1,0,0
21435,30392,30392,1,1,3,4,0,1,0,0
21440,30399,30399,1,2,2,3,0,1,0,0
21442,30401,30401,1,0,2,3,0,1,0,0
21447,30408,30408,0,2,3,3,1,0,0,0
21449,30414,30414,0,3,2,1,1,1,0,0
21498,30498,30498,4,0,0,2,0,1,0,0
21501,30505,30505,1,2,0,1,0,1,0,1
21502,30507,30507,0,3,1,2,1,1,0,0
21506,30511,30511,2,0,2,1,0,1,0,0
21517,30524,30524,1,1,2,3,0,2,0,0
21522,30532,30532,0,1,1,1,1,0,0,0
21527,30541,30541,0,4,1,0,1,0,0,0
21537,30555,30555,1,1,2,3,0,1,0,0
21542,30562,30562,2,1,2,1,1,0,1,0
21549,30579,30579,3,0,2,2,1,1,0,0
21553,30590,30590,0,1,1,2,2,0,0,0
21562,30600,30600,1,0,0,2,0,2,0,0
21564,30602,30602,0,1,3,1,1,1,0,0
21565,30603,30603,0,3,1,1,1,0,0,0
21568,30607,30607,2,2,1,2,0,1,0,0
21571,30613,30613,2,3,3,3,1,0,0,0
21575,30622,30622,1,4,1,2,1,0,0,0
21577,30626,30626,2,1,4,3,1,0,0,0
21585,30637,30637,3,0,3,2,0,1,0,0
21587,30641,30641,1,2,3,1,0,2,0,0
21589,30643,30643,1,1,3,3,1,1,0,0
21599,30659,30659,1,0,1,1,0,1,0,0
21604,30670,30670,1,1,2,2,0,1,1,0
21608,30676,30676,1,1,2,4,1,0,0,0
21611,30679,30679,6,1,2,0,0,2,0,0
21615,30685,30685,2,2,2,1,0,2,1,0
21619,30691,30691,4,0,1,0,0,1,0,0
21629,30705,30705,2,1,2,2,0,1,0,0
21631,30708,30708,3,1,1,1,0,1,0,0
21635,30714,30714,1,2,1,2,1,2,0,0
21637,30717,30717,0,1,2,3,1,0,0,0
21649,30735,30735,0,1,1,3,1,0,0,0
21650,30737,30737,3,2,1,4,0,1,0,0
21652,30739,30739,2,0,1,4,0,1,1,0
21655,30742,30742,0,0,3,2,0,1,0,0
21660,30751,30751,1,1,2,3,0,1,0,0
21661,30757,30757,0,1,0,5,1,0,0,0
21663,30761,30761,1,1,1,1,1,2,0,0
21673,30776,30776,1,3,1,4,1,0,0,0
21678,30787,30787,1,0,3,3,0,1,1,0
21679,30788,30788,1,1,2,2,0,1,0,0
21688,30802,30802,1,0,3,2,0,1,0,0
21705,30823,30823,1,2,4,3,1,1,0,0
21717,30844,30844,3,1,1,1,0,1,0,0
21718,30845,30845,2,0,1,2,1,0,0,0
21719,30846,30846,1,1,3,0,1,0,0,0
21725,30857,30857,2,0,1,3,0,1,0,0
21737,30876,30876,0,2,1,2,1,0,0,0
21748,30896,30896,1,3,2,2,1,0,0,0
