,ID,Goal_Home,Goal_Away,Yellow_Home,Yellow_Away,Red_Card_Home,Red_Card_Away,Own_Home,Own_Away
25674,25674,0,1,3,3,0,0,1,1
25679,25679,5,0,0,2,0,0,0,0
25681,25681,2,0,2,0,0,0,0,0
25684,25684,3,0,3,3,0,0,0,1
25685,25685,1,0,7,4,1,0,0,0
25688,25688,2,0,1,3,0,0,0,0
25689,25689,2,1,1,2,0,0,0,0
25693,25693,1,1,4,0,0,0,0,0
25696,25696,2,2,4,1,0,0,0,0
25701,25701,1,0,2,3,0,0,0,0
25702,25702,4,0,2,2,0,1,1,0
25704,25704,0,2,1,4,0,0,0,0
25705,25705,0,2,0,4,0,0,0,0
25707,25707,0,0,6,2,0,0,0,0
25709,25709,0,3,1,2,0,0,0,0
25712,25712,3,0,2,1,0,0,0,0
25713,25713,3,1,0,3,0,0,0,0
25714,25714,2,0,2,4,0,0,0,0
25718,25718,1,0,7,1,0,1,0,0
25721,25721,2,2,2,6,0,0,0,0
25722,25722,1,0,2,5,0,0,0,0
25727,25727,2,1,3,2,0,0,0,0
25728,25728,2,1,0,3,0,0,0,0
25730,25730,1,1,0,4,0,0,0,0
25731,25731,1,2,5,1,0,0,0,0
25734,25734,2,0,1,1,0,0,1,0
25735,25735,1,0,3,4,0,0,0,0
25738,25738,2,0,1,4,0,0,0,0
25740,25740,1,0,2,2,0,0,1,0
25741,25741,1,1,1,3,0,0,0,0
25744,25744,0,2,3,3,1,0,0,0
25746,25746,0,0,2,2,0,0,0,0
25751,25751,0,0,2,3,0,0,0,0
25752,25752,2,0,2,2,0,0,0,0
25753,25753,3,2,3,4,0,0,0,0
25754,25754,3,0,2,1,0,0,0,0
25757,25757,0,0,2,1,0,0,0,0
25758,25758,0,2,2,4,0,0,0,0
25764,25764,0,4,2,1,0,0,0,0
25768,25768,0,1,3,0,0,0,0,2
25769,25769,3,3,6,2,1,0,0,0
25770,25770,1,2,5,2,0,0,0,0
25771,25771,2,0,4,3,0,0,0,0
25772,25772,3,0,2,1,0,1,0,0
25774,25774,0,0,5,2,0,0,0,0
25776,25776,1,0,2,2,0,0,0,0
25779,25779,0,0,2,3,0,0,0,0
25780,25780,6,1,0,2,0,0,0,0
25781,25781,5,0,0,1,0,0,0,0
25782,25782,2,1,1,4,0,0,0,0
25783,25783,1,2,3,2,0,0,0,1
25784,25784,1,0,2,3,0,0,0,0
25785,25785,0,1,2,5,0,0,0,0
25789,25789,1,2,2,4,0,0,0,0
25790,25790,1,1,2,1,0,0,0,0
25791,25791,1,0,2,5,0,0,0,0
25792,25792,1,3,4,2,0,0,0,0
25795,25795,2,0,4,6,0,0,0,0
25796,25796,2,4,1,3,0,0,0,0
25797,25797,5,0,1,5,0,0,0,0
25799,25799,0,0,1,0,0,0,0,0
25800,25800,1,1,2,3,1,0,0,0
25803,25803,0,1,0,1,0,0,0,0
25805,25805,0,1,3,3,0,0,0,0
25808,25808,2,2,1,2,1,0,0,0
25811,25811,3,0,2,2,0,0,0,0
25812,25812,0,1,2,3,0,0,0,0
25813,25813,1,0,1,3,0,0,0,0
25814,25814,0,3,5,2,0,1,0,0
25816,25816,0,0,1,4,0,1,0,0
25820,25820,1,0,3,3,0,1,0,0
25822,25822,2,2,4,2,0,0,0,0
25823,25823,0,2,4,1,0,0,0,0
25824,25824,2,1,3,3,0,0,0,0
25826,25826,2,0,0,1,0,0,0,1
25830,25830,0,2,1,3,0,0,0,0
25831,25831,2,2,0,1,0,1,0,0
25840,25840,1,2,2,2,0,0,0,0
25848,25848,0,0,1,3,0,0,0,1
25851,25851,0,3,1,1,0,0,0,0
25855,25855,2,1,2,3,0,0,0,0
25859,25859,0,0,1,0,0,0,0,0
25862,25862,0,0,1,3,0,0,0,0
25863,25863,0,1,2,3,0,0,0,0
25864,25864,5,0,1,2,0,0,0,0
25865,25865,4,0,2,3,0,0,0,0
25866,25866,1,1,2,1,0,0,0,0
25871,25871,2,0,4,1,0,0,0,0
25872,25872,1,2,4,1,0,1,0,0
25874,25874,3,0,2,4,0,0,0,0
25877,25877,2,1,0,1,0,0,0,0
25879,25879,0,1,3,1,0,0,0,0
25880,25880,2,1,2,1,0,0,0,0
25881,25881,2,2,3,5,0,0,0,0
25882,25882,1,1,0,3,0,0,0,0
25883,25883,3,0,2,2,0,0,0,1
25885,25885,1,1,2,2,0,0,0,0
25889,25889,2,0,2,2,0,0,0,0
25891,25891,1,1,3,2,0,0,1,0
25896,25896,1,0,2,1,0,0,0,0
25898,25898,2,0,3,4,0,1,0,0
25900,25900,2,1,0,1,0,0,0,0
25902,25902,2,1,2,3,0,0,0,0
25904,25904,2,0,3,4,0,0,0,0
25906,25906,2,1,2,2,0,0,0,0
25907,25907,3,3,2,3,0,0,0,0
25910,25910,1,1,4,3,0,0,0,0
25912,25912,3,2,1,3,0,0,0,0
25913,25913,1,1,4,1,0,0,0,0
25916,25916,2,2,2,1,0,0,0,0
25917,25917,0,4,2,2,0,0,0,0
25918,25918,3,2,1,3,0,0,0,0
25921,25921,1,2,2,4,0,0,0,0
25924,25924,3,1,3,3,0,0,0,0
25928,25928,2,0,3,1,0,0,0,0
25931,25931,1,1,2,2,0,0,0,0
25935,25935,2,3,1,3,0,1,0,0
25937,25937,2,1,0,4,0,0,0,0
25938,25938,3,1,1,2,0,0,0,0
25940,25940,1,1,1,1,0,0,0,0
25943,25943,2,0,0,3,0,0,0,0
25944,25944,0,2,1,3,0,1,0,0
25947,25947,0,1,3,2,0,0,0,0
25949,25949,1,2,2,3,0,0,0,0
25952,25952,0,0,4,1,0,0,0,0
25953,25953,1,2,4,2,1,1,0,0
25955,25955,2,0,0,3,0,0,0,0
25957,25957,1,0,3,4,0,0,0,0
25958,25958,0,0,2,2,0,0,0,0
25960,25960,2,1,2,1,0,0,0,0
25961,25961,1,1,2,4,0,0,0,0
25962,25962,0,1,5,1,0,0,0,0
25963,25963,1,1,4,1,0,0,0,0
25964,25964,3,0,4,1,0,0,0,0
25966,25966,1,2,2,2,1,0,0,0
25970,25970,1,4,1,1,1,0,0,0
25971,25971,2,2,2,2,0,0,0,0
25975,25975,0,0,2,4,0,0,0,0
25977,25977,0,2,2,1,1,0,0,0
25978,25978,2,1,0,2,0,0,0,0
25979,25979,1,3,6,3,1,0,0,0
25980,25980,3,1,3,2,0,1,0,0
25981,25981,0,0,3,2,0,0,0,0
25985,25985,1,0,4,3,0,0,0,0
25987,25987,1,0,4,4,0,0,0,0
25994,25994,1,0,4,2,1,0,0,0
25996,25996,0,2,4,3,1,0,0,0
25997,25997,2,1,2,4,0,1,0,0
25998,25998,3,0,1,3,0,0,0,0
25999,25999,2,2,2,3,0,0,0,0
26005,26005,2,2,2,1,0,0,0,0
26006,26006,1,0,4,1,0,0,0,1
26009,26009,0,3,2,2,0,0,0,0
26011,26011,4,0,0,4,0,0,0,0
26013,26013,1,2,2,3,0,0,0,0
26014,26014,3,0,2,1,0,0,0,0
26020,26020,1,0,3,3,0,0,0,0
26023,26023,1,2,4,3,0,0,0,0
26024,26024,0,2,4,1,1,0,0,0
26026,26026,0,0,0,2,0,0,0,0
26027,26027,2,1,3,2,0,0,0,0
26028,26028,2,1,3,3,0,0,0,0
26031,26031,2,2,3,1,1,0,0,0
26037,26037,2,0,0,1,0,0,0,0
26038,26038,1,0,1,1,0,0,0,0
26039,26039,1,1,2,4,0,0,0,0
26042,26042,0,0,2,2,0,0,0,0
26043,26043,0,5,2,3,1,0,0,0
26046,26046,2,0,2,1,0,0,0,0
26047,26047,1,1,0,1,0,0,0,0
26048,26048,1,0,0,3,0,0,0,0
26050,26050,1,0,3,4,0,0,0,0
26054,26054,1,2,2,2,0,0,0,0
26055,26055,0,1,2,2,0,0,0,0
26057,26057,0,4,1,0,0,0,0,0
26065,26065,1,0,0,5,0,0,0,1
26066,26066,1,0,4,2,0,0,0,0
26067,26067,1,0,1,3,0,0,1,0
26068,26068,3,0,3,2,0,0,0,0
26070,26070,2,0,2,3,0,0,0,0
26071,26071,1,0,5,3,0,0,0,0
26073,26073,2,1,2,1,0,0,0,0
26074,26074,1,3,3,4,0,0,0,0
26075,26075,1,0,3,3,0,0,0,0
26079,26079,3,0,2,3,0,1,0,0
26080,26080,3,0,2,1,0,0,0,0
26081,26081,1,0,2,4,0,0,0,0
26083,26083,2,1,4,2,0,0,0,0
26090,26090,0,0,2,3,0,1,0,0
26091,26091,1,3,6,1,0,0,0,0
26092,26092,1,0,1,3,0,0,0,0
26093,26093,3,3,4,2,0,0,0,0
26100,26100,2,0,1,0,0,0,0,0
26104,26104,5,1,2,2,0,0,0,0
26106,26106,2,0,2,1,0,0,0,0
26107,26107,4,0,0,0,0,0,0,0
26108,26108,2,0,2,2,0,0,0,0
26110,26110,2,1,1,3,1,0,0,0
26112,26112,1,1,1,1,0,0,0,0
26113,26113,0,0,3,1,0,0,0,0
26114,26114,0,1,0,4,0,0,0,0
26116,26116,1,1,2,3,0,0,0,0
26119,26119,1,1,3,1,0,0,0,0
26123,26123,1,1,2,2,0,0,0,0
26128,26128,1,0,1,3,0,1,0,0
26137,26137,1,1,3,2,0,0,0,0
26143,26143,0,1,1,3,0,0,0,0
26147,26147,1,1,1,3,0,0,0,0
26148,26148,0,3,1,1,0,0,0,0
26150,26150,3,0,0,2,0,0,0,0
26152,26152,1,0,2,2,0,0,0,0
26153,26153,2,2,3,5,1,0,0,0
26155,26155,0,0,4,1,0,1,0,0
26157,26157,1,0,2,2,0,0,0,0
26158,26158,0,2,1,2,1,0,0,0
26160,26160,1,0,1,1,0,0,0,0
26164,26164,0,2,3,6,0,0,0,0
26170,26170,1,2,1,1,0,0,0,0
26177,26177,4,1,1,1,0,0,0,0
26181,26181,0,0,3,1,0,0,0,0
26184,26184,1,4,2,3,0,0,0,0
26186,26186,2,0,1,1,0,0,0,0
26187,26187,0,1,1,1,0,0,0,0
26188,26188,1,0,1,1,0,0,0,0
26189,26189,0,0,3,1,0,0,0,0
26194,26194,2,0,1,7,0,0,0,0
26195,26195,1,4,1,0,0,0,0,0
26198,26198,1,2,2,3,0,0,0,0
26201,26201,0,0,1,1,0,0,0,0
26208,26208,1,0,0,1,0,0,0,0
26211,26211,0,5,0,0,0,0,0,0
26218,26218,2,1,3,2,0,0,0,0
26224,26224,1,2,2,2,0,0,0,0
26225,26225,2,0,3,2,0,0,0,0
26230,26230,0,1,2,2,0,0,0,0
26232,26232,2,0,0,1,0,0,0,0
26233,26233,2,3,2,3,0,0,0,0
26235,26235,0,0,3,4,0,0,0,0
26236,26236,2,0,3,1,0,0,0,0
26241,26241,2,1,3,0,0,0,0,0
26253,26253,0,2,1,1,0,0,0,0
26258,26258,0,2,1,0,0,0,0,0
26260,26260,0,3,4,3,0,0,0,0
26261,26261,5,1,3,2,0,0,0,0
26262,26262,2,1,6,3,0,0,0,0
26263,26263,0,1,1,1,0,0,0,0
26265,26265,2,0,0,2,0,0,0,0
26270,26270,3,1,1,2,0,0,0,0
26272,26272,1,0,4,4,0,0,0,0
26273,26273,0,0,4,1,0,1,1,0
26274,26274,2,0,4,2,0,0,0,0
26284,26284,6,0,1,1,0,1,0,0
26285,26285,1,0,4,2,0,0,0,0
26288,26288,1,2,2,0,0,0,0,1
26290,26290,0,1,0,3,0,0,0,0
26296,26296,0,0,3,3,0,0,0,0
26298,26298,0,0,3,2,0,1,0,0
26301,26301,0,1,1,1,0,0,1,0
26302,26302,1,1,1,3,0,0,0,0
26311,26311,2,0,0,2,0,0,0,0
26319,26319,1,0,4,3,0,0,0,0
26328,26328,0,0,3,5,0,0,0,0
26332,26332,1,0,1,1,0,0,0,0
26333,26333,3,1,1,2,0,0,0,0
26337,26337,0,3,3,1,0,0,0,0
26338,26338,1,0,1,2,0,0,0,0
26340,26340,5,0,0,2,0,0,0,0
26341,26341,1,0,3,3,1,0,0,0
26344,26344,0,1,4,4,0,0,0,0
26346,26346,2,2,3,3,0,1,0,0
26348,26348,2,1,3,1,0,0,0,0
26349,26349,2,1,3,2,0,0,0,0
26351,26351,2,2,3,3,0,0,0,0
26355,26355,2,1,2,2,0,1,0,0
26357,26357,1,0,4,6,0,0,0,0
26358,26358,1,1,3,3,0,0,0,0
26360,26360,2,0,2,3,0,0,0,0
26363,26363,1,1,2,1,0,0,0,0
26365,26365,0,2,2,5,0,0,0,0
26370,26370,1,0,2,3,0,0,0,0
26375,26375,0,0,1,0,0,0,0,0
26377,26377,2,0,4,1,0,0,0,0
26380,26380,1,1,3,1,0,0,0,0
26382,26382,1,0,0,3,0,1,0,0
26384,26384,1,2,1,3,0,1,0,0
26386,26386,4,1,4,3,0,1,0,0
26387,26387,2,0,1,2,0,0,0,0
26388,26388,0,0,2,2,0,0,0,0
26389,26389,2,1,3,1,0,0,0,0
26390,26390,0,1,2,4,0,0,0,0
26392,26392,1,1,4,3,0,0,0,0
26396,26396,2,2,2,1,0,1,0,0
26400,26400,0,1,2,4,0,0,1,0
26401,26401,2,2,3,2,0,0,0,0
26402,26402,0,0,1,0,0,0,0,0
26408,26408,1,0,2,4,0,1,0,0
26409,26409,4,1,2,4,0,0,0,0
26411,26411,3,0,3,3,0,0,0,0
26417,26417,2,0,3,3,0,0,0,0
26418,26418,2,0,2,1,0,0,0,0
26420,26420,2,2,0,1,0,0,0,0
26422,26422,1,1,2,3,0,0,0,0
26425,26425,0,0,0,4,0,0,0,0
26428,26428,5,2,3,0,0,0,0,0
26432,26432,0,0,2,1,0,0,0,0
26433,26433,0,1,4,4,0,0,0,0
26434,26434,4,0,2,3,0,0,0,0
26448,26448,3,1,1,1,0,0,0,0
26449,26449,1,1,4,3,0,0,0,0
26451,26451,1,2,1,2,0,0,0,0
26452,26452,2,1,1,1,1,0,0,0
26453,26453,1,2,2,3,0,0,0,0
26454,26454,0,0,2,4,0,0,0,0
26459,26459,0,4,0,0,0,0,0,0
26461,26461,3,0,3,3,0,0,0,0
26463,26463,1,2,0,2,0,0,0,0
26464,26464,0,1,3,3,0,0,0,0
26472,26472,1,2,0,1,0,0,0,0
26475,26475,2,2,1,5,0,0,0,0
26478,26478,2,0,0,1,0,0,1,0
26481,26481,5,1,0,3,0,0,0,0
26482,26482,1,1,3,3,0,0,0,0
26483,26483,3,1,1,1,0,1,0,0
26484,26484,2,0,2,3,0,0,0,0
26486,26486,1,0,3,4,0,0,0,0
26488,26488,2,0,2,2,0,0,0,0
26493,26493,1,0,2,3,0,0,0,1
26500,26500,0,3,5,0,0,0,0,0
26503,26503,1,2,1,4,1,0,0,0
26504,26504,0,0,6,4,0,0,0,0
26505,26505,1,0,0,5,0,0,0,0
26506,26506,2,0,1,3,0,0,0,0
26508,26508,2,1,1,3,0,0,0,0
26512,26512,3,2,1,1,0,0,0,0
26513,26513,1,1,5,0,1,0,0,0
26514,26514,2,0,2,3,0,0,0,0
26516,26516,0,2,2,0,1,0,0,0
26527,26527,1,1,0,1,0,0,0,0
26528,26528,0,2,3,4,0,1,0,0
26529,26529,2,1,4,2,0,0,0,0
26531,26531,1,1,3,2,0,0,0,0
26533,26533,2,0,1,4,0,0,0,0
26535,26535,0,3,1,0,0,0,1,0
26539,26539,0,0,0,2,0,0,0,0
26541,26541,0,0,1,2,0,0,0,0
26543,26543,1,1,0,1,0,0,0,0
26548,26548,2,0,1,3,0,0,0,0
26550,26550,3,2,2,2,0,0,0,0
26551,26551,0,0,4,3,0,0,0,0
26553,26553,3,2,0,3,0,0,0,0
26554,26554,0,3,2,3,0,0,0,0
26555,26555,2,0,0,1,0,0,0,0
26557,26557,1,1,3,1,0,0,0,0
26562,26562,5,2,1,1,0,0,0,0
26564,26564,0,0,3,1,0,0,0,0
26565,26565,0,1,1,2,0,0,0,0
26567,26567,1,1,2,1,0,0,0,0
26570,26570,2,1,1,2,0,0,0,0
26574,26574,0,2,2,2,0,0,0,0
26575,26575,1,0,2,1,0,0,0,0
26581,26581,1,0,1,1,0,0,0,0
26583,26583,0,0,4,2,0,0,0,0
26585,26585,0,1,0,3,0,0,0,0
26586,26586,2,0,3,0,0,0,0,0
26587,26587,0,0,2,1,0,0,0,0
26588,26588,0,1,1,0,0,0,0,0
26590,26590,1,2,4,6,0,0,0,0
26591,26591,2,2,0,2,0,0,0,0
26593,26593,0,1,4,1,1,0,0,0
26595,26595,1,2,2,2,1,0,0,0
26600,26600,4,1,0,0,0,0,0,0
26601,26601,4,0,0,2,0,1,0,0
26603,26603,1,1,3,1,0,0,0,0
26605,26605,2,1,0,0,0,0,0,0
26607,26607,1,0,0,1,0,0,0,0
26616,26616,0,1,1,2,0,0,0,0
26619,26619,0,0,3,3,0,0,0,0
26620,26620,2,2,2,1,0,0,0,0
26625,26625,1,0,1,2,0,0,0,0
26627,26627,2,0,0,2,0,0,0,0
26628,26628,0,0,2,2,0,0,1,0
26630,26630,3,0,0,2,0,0,0,0
26631,26631,2,0,2,2,0,0,0,0
26634,26634,0,1,5,1,0,0,0,0
26642,26642,1,1,1,3,0,0,0,0
26645,26645,4,1,1,1,0,0,0,0
26647,26647,2,0,2,0,0,0,0,0
26649,26649,2,1,2,1,0,0,0,0
26652,26652,0,1,4,1,0,0,0,0
26654,26654,0,0,3,1,0,0,0,0
26655,26655,1,3,2,1,0,0,0,2
26658,26658,1,0,1,2,0,0,0,0
26659,26659,5,0,0,1,0,0,0,0
26660,26660,1,0,2,1,0,0,1,0
26661,26661,1,2,3,2,0,0,0,0
26662,26662,3,4,3,2,0,0,0,0
26663,26663,1,1,0,0,0,0,0,0
26664,26664,1,2,4,2,0,0,0,0
26666,26666,0,2,0,0,0,0,1,0
26670,26670,0,0,3,2,0,0,0,1
26672,26672,1,1,3,1,0,0,0,0
26675,26675,2,1,2,2,0,0,0,0
26681,26681,0,2,2,2,0,0,0,0
26688,26688,0,0,1,2,0,0,0,0
26690,26690,1,1,1,1,0,0,0,0
26691,26691,2,0,2,0,0,0,0,0
26692,26692,2,0,2,1,0,0,0,0
26694,26694,1,0,3,5,0,0,0,0
26697,26697,0,0,4,1,0,0,0,0
26702,26702,1,0,3,4,0,0,0,0
26704,26704,3,2,0,3,0,0,0,0
26708,26708,3,4,0,2,0,0,0,0
26709,26709,0,2,0,2,0,0,0,0
26712,26712,2,1,3,2,0,1,0,0
26714,26714,1,1,0,1,0,0,0,0
26717,26717,0,1,1,2,0,0,0,0
26719,26719,3,0,5,2,0,1,0,0
26720,26720,0,1,3,4,0,0,0,0
26721,26721,0,2,6,2,0,0,0,0
26722,26722,1,1,2,2,0,0,0,0
26724,26724,3,0,0,0,0,0,0,0
26725,26725,0,2,2,2,0,0,0,0
26726,26726,1,1,2,2,0,0,0,0
26728,26728,4,0,3,2,0,0,0,0
26729,26729,1,1,0,2,0,0,0,0
26730,26730,0,1,4,2,0,0,0,0
26735,26735,1,1,1,3,0,0,0,0
26741,26741,5,1,0,2,0,0,0,0
26743,26743,1,0,3,4,0,0,0,0
26744,26744,1,2,0,5,0,0,0,0
26746,26746,2,0,1,1,0,0,0,0
26747,26747,2,2,2,3,0,0,0,0
26748,26748,2,2,1,3,0,0,0,1
26749,26749,2,1,0,0,0,0,0,0
26750,26750,0,1,2,1,0,0,1,0
26753,26753,2,2,1,2,0,0,0,0
26754,26754,1,2,2,1,0,0,0,0
26757,26757,1,0,1,1,0,0,0,0
26758,26758,2,0,2,4,0,0,0,1
26760,26760,2,4,1,5,0,0,0,0
26768,26768,3,1,2,0,0,0,0,0
26769,26769,1,1,4,3,0,0,0,0
26770,26770,0,2,0,2,0,0,0,0
26775,26775,0,0,3,1,0,0,0,0
26776,26776,2,2,0,1,0,0,0,0
26783,26783,2,2,3,1,0,0,0,0
26785,26785,2,0,2,1,0,0,0,0
26788,26788,1,3,3,2,1,0,0,0
26789,26789,0,1,2,3,0,0,0,0
26793,26793,0,4,2,3,1,0,0,0
26794,26794,3,1,0,3,0,0,0,1
26795,26795,0,4,1,0,0,0,0,0
26796,26796,2,3,2,1,0,0,0,0
26797,26797,1,1,2,2,0,0,0,0
26798,26798,0,1,2,0,0,0,0,0
26800,26800,1,1,1,1,0,0,0,0
26802,26802,1,0,2,1,0,0,0,0
26803,26803,2,0,4,2,0,0,0,0
26804,26804,0,1,3,2,0,0,0,0
26806,26806,2,1,1,1,0,0,0,0
26807,26807,1,1,3,4,1,0,0,0
26808,26808,0,1,5,4,0,0,0,0
26809,26809,1,1,1,4,0,0,0,0
26810,26810,1,0,2,3,0,0,0,0
26813,26813,0,0,3,2,0,0,0,0
26816,26816,2,0,1,4,0,0,0,0
26818,26818,1,0,1,1,0,0,0,0
26821,26821,0,3,1,2,0,0,0,0
26822,26822,1,1,1,1,0,0,0,0
26824,26824,0,2,3,3,0,0,0,0
26830,26830,2,0,2,2,0,0,0,0
26831,26831,1,1,3,4,0,0,0,0
26832,26832,2,1,2,1,0,0,0,0
26833,26833,1,3,2,2,1,0,0,0
26835,26835,3,1,1,3,0,0,0,0
26840,26840,1,0,2,1,0,0,0,0
26842,26842,1,1,2,3,0,0,0,0
26844,26844,1,0,1,3,0,0,1,0
26850,26850,0,0,1,0,1,0,0,0
26851,26851,0,0,3,3,0,0,0,0
26853,26853,3,3,2,0,0,0,0,0
26854,26854,2,0,0,2,0,0,0,1
26855,26855,2,0,4,2,0,0,0,0
26856,26856,0,0,1,3,0,0,0,1
26858,26858,0,2,2,1,0,0,0,0
26860,26860,1,1,5,4,0,0,0,0
26862,26862,1,1,3,4,0,0,0,0
26864,26864,1,2,2,3,0,0,0,0
26866,26866,0,0,2,5,0,0,0,1
26868,26868,1,1,0,3,0,0,0,0
26869,26869,3,0,0,0,0,0,1,0
26870,26870,2,2,1,1,0,0,0,0
26872,26872,0,1,2,1,0,0,0,0
26877,26877,1,1,1,4,0,0,0,0
26884,26884,4,0,1,1,0,0,0,0
26891,26891,1,1,2,4,1,0,0,0
26893,26893,3,1,2,1,0,0,0,0
26894,26894,1,1,3,3,1,0,0,0
26897,26897,4,1,0,2,0,0,0,0
26898,26898,0,2,1,1,0,0,0,0
26899,26899,1,1,2,2,0,0,0,0
26900,26900,4,1,2,1,0,0,0,0
26905,26905,1,0,4,2,1,0,0,0
26906,26906,0,1,0,4,0,0,0,0
26909,26909,0,3,2,1,0,0,0,0
26910,26910,0,2,2,5,0,0,0,0
26911,26911,2,2,1,2,0,0,0,0
26914,26914,0,0,2,2,0,1,0,0
26919,26919,1,1,1,1,0,0,0,0
26920,26920,1,1,2,2,0,0,0,0
26922,26922,1,0,1,3,1,0,0,0
26924,26924,0,2,2,2,0,0,0,0
26925,26925,0,0,0,2,0,0,0,0
26927,26927,0,0,1,2,0,0,0,0
26930,26930,0,0,3,3,0,2,0,1
26934,26934,0,0,1,0,0,0,0,0
26935,26935,3,1,0,2,0,0,0,0
26936,26936,3,0,4,3,0,1,0,0
26938,26938,3,0,0,1,0,0,1,0
26946,26946,1,1,0,1,0,0,0,0
26947,26947,0,0,2,2,0,0,0,0
26948,26948,0,0,2,2,0,0,0,0
26949,26949,2,0,3,0,0,0,0,0
26950,26950,2,1,0,3,0,0,0,0
26951,26951,0,2,3,3,0,0,0,0
26956,26956,1,1,1,1,0,0,0,0
26957,26957,1,1,4,1,0,0,0,0
26959,26959,0,2,2,2,0,0,0,0
26961,26961,0,0,3,4,1,0,0,0
26965,26965,0,1,0,1,0,0,0,0
26967,26967,0,2,2,3,0,0,0,0
26972,26972,2,0,0,0,0,0,0,0
26977,26977,0,0,1,2,0,0,0,0
26982,26982,6,0,2,1,0,0,0,0
26986,26986,0,0,4,6,0,0,0,0
26991,26991,0,3,1,3,0,0,0,0
26992,26992,1,0,2,5,0,0,0,0
26993,26993,1,1,1,3,0,0,0,0
26998,26998,4,0,1,3,0,1,0,0
27001,27001,2,1,2,3,0,0,0,0
27002,27002,0,0,1,1,0,0,0,0
27004,27004,1,1,2,1,0,0,0,0
27006,27006,1,1,4,2,0,0,0,0
27008,27008,1,1,4,3,1,0,0,0
27011,27011,1,1,2,2,0,0,0,0
27020,27020,2,0,2,3,0,0,0,0
27028,27028,1,2,3,0,0,0,0,0
27036,27036,1,0,4,1,0,0,0,0
27038,27038,2,0,2,2,0,0,0,0
27040,27040,1,0,1,4,0,0,0,0
27044,27044,1,0,4,3,0,0,0,0
27049,27049,4,1,1,0,0,0,0,0
27053,27053,0,4,4,4,0,0,0,0
27054,27054,0,0,0,3,0,0,0,0
27057,27057,1,0,3,3,0,0,0,0
27058,27058,0,1,3,5,0,1,0,0
27059,27059,3,1,0,1,0,0,0,0
27063,27063,0,3,3,4,0,0,0,0
27065,27065,1,0,1,1,0,0,0,0
27066,27066,1,0,4,5,1,0,0,0
27070,27070,0,1,3,6,0,0,0,0
27079,27079,3,0,3,3,0,0,0,1
27080,27080,1,0,6,5,0,0,1,0
27081,27081,1,0,1,0,0,0,0,0
27082,27082,0,0,3,1,0,0,0,0
27083,27083,0,2,0,2,0,0,0,0
27084,27084,0,0,3,3,1,0,0,0
27089,27089,2,0,4,3,0,0,0,0
27093,27093,3,0,1,3,0,1,0,0
27096,27096,2,1,3,2,0,0,0,0
27098,27098,1,1,4,4,0,1,0,0
27101,27101,0,3,1,2,0,0,0,0
27107,27107,2,0,0,2,0,0,0,0
27108,27108,2,4,1,2,1,0,0,0
27114,27114,2,0,1,5,0,0,0,0
27118,27118,4,2,3,2,1,0,0,0
27119,27119,0,0,4,2,0,0,0,0
27120,27120,0,0,1,1,0,0,0,0
27121,27121,2,0,0,2,0,0,0,0
27122,27122,2,1,2,4,0,0,0,0
27126,27126,0,0,1,1,0,0,0,0
27127,27127,0,1,1,6,0,0,0,0
27129,27129,0,2,0,2,0,0,0,0
27131,27131,2,2,1,4,0,0,0,0
27132,27132,2,0,2,1,0,1,1,0
27133,27133,0,2,4,6,1,0,0,0
27134,27134,1,4,2,4,1,0,0,0
27135,27135,4,2,3,4,0,0,0,0
27139,27139,4,0,2,0,0,0,0,0
27143,27143,0,0,2,0,0,0,0,0
27144,27144,2,0,2,2,0,0,0,0
27145,27145,1,0,1,3,0,0,0,0
27151,27151,0,1,0,1,0,0,0,0
27153,27153,5,0,3,2,0,0,0,0
27155,27155,1,1,3,3,0,0,0,0
27157,27157,2,0,4,0,0,0,0,0
27161,27161,1,2,2,2,0,0,0,0
27163,27163,1,1,3,4,1,0,0,0
27166,27166,0,0,1,1,0,0,0,0
27171,27171,3,2,1,3,0,0,0,0
27173,27173,2,0,1,2,0,0,0,0
27177,27177,4,0,3,1,0,0,0,0
27179,27179,2,0,1,3,0,0,0,0
27183,27183,4,3,4,4,0,1,0,0
27190,27190,0,2,2,0,0,0,0,0
27192,27192,0,1,1,2,0,0,0,0
27195,27195,1,0,2,3,0,0,0,0
27198,27198,1,4,2,0,0,0,0,0
27199,27199,1,0,1,1,0,0,0,0
27200,27200,3,1,2,3,0,0,0,0
27206,27206,3,1,3,2,0,0,0,0
27208,27208,0,3,1,2,0,1,0,0
27209,27209,1,4,1,1,2,0,0,0
27212,27212,1,0,2,2,0,0,0,0
27214,27214,1,1,1,1,0,0,0,0
27224,27224,2,0,1,1,0,0,0,0
27226,27226,0,3,4,2,0,0,0,0
27233,27233,2,0,2,4,0,0,0,0
27234,27234,2,0,2,2,0,0,0,0
27235,27235,1,2,1,0,1,0,0,0
27238,27238,0,2,1,0,0,0,0,0
27239,27239,0,0,1,1,0,0,0,0
27240,27240,4,1,2,5,0,0,0,0
27246,27246,0,3,2,2,2,0,0,0
27247,27247,2,2,1,3,0,0,0,0
27250,27250,5,3,1,2,0,0,0,0
27255,27255,1,1,1,3,1,0,0,0
27257,27257,0,1,1,1,0,0,0,0
27258,27258,3,1,2,3,0,0,0,0
27259,27259,1,2,1,5,0,0,0,0
27260,27260,0,1,2,3,0,0,0,0
27263,27263,0,0,3,3,0,0,0,0
27265,27265,1,1,4,2,0,0,0,0
